shp_code,departure,city_from,city_to,country_from,country_to,cost_per_kg,gross_weight,carrier_charge,mode,carrier,duration
SHP538607,2020-06-15 13:04:39,Rotterdam,Kuala Lumpur,NL,MY,95.94909608,1018.5,1.05,Air,Van den Bosch Transporten,5.12199
SHP332606,2020-02-10 20:15:35,Rotterdam,Kuala Lumpur,NL,MY,93.19,100.0,0.75,Air,NTG Air & Ocean,5.31875
SHP459600,2019-09-09 07:19:32,Rotterdam,Kuala Lumpur,NL,MY,86.7501,465.0,0.9,Ocean,Neele-Vat Logistics,27.41343
SHP661604,2019-11-14 08:58:52,Rotterdam,Kuala Lumpur,NL,MY,91.57,350.0,0.75,Air,NTG Air & Ocean,5.37627
SHP596606,2020-03-11 23:12:32,Rotterdam,Kuala Lumpur,NL,MY,91.65,103.5,0.75,Air,NTG Air & Ocean,5.04097
SHP4519997,2019-06-16 20:36:29,Rotterdam,Manila,NL,PH,107.94,444.5,1.125,Ocean,Neele-Vat Logistics,41.45255
SHP665572,2019-03-11 13:36:06,Rotterdam,Kuala Lumpur,NL,MY,93.5568558,605.0,0.75,Air,NTG Air & Ocean,5.05995
SHP212586,2019-06-07 16:46:10,Rotterdam,Kuala Lumpur,NL,MY,87.95,55.0,0.9,Ocean,Neele-Vat Logistics,21.34838
SHP369576,2019-04-05 09:17:36,Rotterdam,Kuala Lumpur,NL,MY,90.37,2222.0,0.9,Ocean,Neele-Vat Logistics,8.23333
SHP844572,2019-03-11 22:11:21,Rotterdam,Kuala Lumpur,NL,MY,93.16671831,990.0,0.75,Air,NTG Air & Ocean,5.37477
SHP3827996,2019-05-31 18:50:26,Rotterdam,Manila,NL,PH,107.7,143.0,0.5625,Ocean,Van den Bosch Transporten,12.96968
SHP282603,2019-09-24 21:24:28,Rotterdam,Kuala Lumpur,NL,MY,88.25,288.3,0.9,Ocean,Neele-Vat Logistics,13.281020000000002
SHP477573,2019-03-14 20:33:22,Rotterdam,Kuala Lumpur,NL,MY,93.63,1505.0,0.75,Air,NTG Air & Ocean,5.06551
SHP869593,2019-07-28 16:14:47,Rotterdam,Kuala Lumpur,NL,MY,85.65,2608.0,0.9,Ocean,Neele-Vat Logistics,21.13044
SHP686572,2019-03-11 14:25:35,Rotterdam,Kuala Lumpur,NL,MY,93.64106441,1000.0,0.75,Air,NTG Air & Ocean,5.28229
SHP160606,2020-01-28 11:10:21,Rotterdam,Kuala Lumpur,NL,MY,92.15,59.3,0.9,Ocean,Neele-Vat Logistics,9.01632
SHP423603,2019-09-26 14:29:30,Rotterdam,Kuala Lumpur,NL,MY,88.75,205.0,1.05,Air,Van den Bosch Transporten,5.41366
SHP363605,2019-12-16 23:54:13,Rotterdam,Kuala Lumpur,NL,MY,93.67,219.3,0.75,Air,NTG Air & Ocean,5.25637
SHP427604,2019-11-02 10:42:33,Rotterdam,Kuala Lumpur,NL,MY,90.6857,4010.0,0.9,Ocean,Neele-Vat Logistics,28.82326
SHP252585,2019-05-30 16:52:11,Rotterdam,Kuala Lumpur,NL,MY,88.87,1506.0,1.05,Air,Van den Bosch Transporten,5.20081
SHP891585,2019-06-05 00:38:25,Rotterdam,Kuala Lumpur,NL,MY,87.10272023,575.0,0.75,Air,NTG Air & Ocean,5.11343
SHP146594,2019-07-30 19:38:33,Rotterdam,Kuala Lumpur,NL,MY,85.65,1506.0,0.9,Ocean,Neele-Vat Logistics,12.54549
SHP426607,2020-06-07 14:37:56,Rotterdam,Kuala Lumpur,NL,MY,92.88,1507.0,1.05,Air,Van den Bosch Transporten,5.02859
SHP784604,2019-11-18 17:02:15,Rotterdam,Kuala Lumpur,NL,MY,90.9,205.0,0.9,Ocean,Neele-Vat Logistics,11.46007
SHP585590,2019-07-07 23:03:57,Rotterdam,Kuala Lumpur,NL,MY,87.0,5000.0,0.9,Ocean,Neele-Vat Logistics,13.97188
SHP922591,2019-07-15 16:43:10,Rotterdam,Kuala Lumpur,NL,MY,85.91570846,890.0,0.75,Air,NTG Air & Ocean,5.15255
SHP370601,2019-09-14 05:19:30,Rotterdam,Kuala Lumpur,NL,MY,87.39,931.0,0.75,Air,NTG Air & Ocean,5.03426
SHP669573,2019-03-16 10:26:47,Rotterdam,Kuala Lumpur,NL,MY,92.63,1100.0,0.9,Ocean,Neele-Vat Logistics,28.71377
SHP68603,2019-09-23 15:01:33,Rotterdam,Kuala Lumpur,NL,MY,88.62,290.0,0.75,Air,NTG Air & Ocean,5.25822
SHP639606,2020-03-13 20:23:44,Rotterdam,Kuala Lumpur,NL,MY,93.75,1102.0,1.05,Air,Van den Bosch Transporten,5.42014
SHP845604,2019-11-22 13:55:33,Rotterdam,Kuala Lumpur,NL,MY,91.25,1000.0,0.9,Ocean,Neele-Vat Logistics,10.16354
SHP16585,2019-05-28 13:26:53,Rotterdam,Kuala Lumpur,NL,MY,89.2,1466.0,1.05,Air,Van den Bosch Transporten,5.04861
SHP833605,2020-01-09 14:45:24,Rotterdam,Kuala Lumpur,NL,MY,93.1567595,385.0,0.75,Air,NTG Air & Ocean,5.1522
SHP759603,2019-10-03 20:03:58,Rotterdam,Kuala Lumpur,NL,MY,87.36,250.0,0.9,Ocean,Neele-Vat Logistics,32.721990000000005
SHP859606,2020-04-09 08:25:28,Rotterdam,Kuala Lumpur,NL,MY,92.24,1096.0,0.9,Ocean,Neele-Vat Logistics,17.8713
SHP873605,2020-01-11 19:04:55,Rotterdam,Kuala Lumpur,NL,MY,93.61819119,220.0,0.75,Air,NTG Air & Ocean,5.1292800000000005
SHP179593,2019-07-23 17:28:35,Rotterdam,Kuala Lumpur,NL,MY,85.37,15.0,0.75,Air,NTG Air & Ocean,5.410069999999999
SHP177601,2019-09-13 09:54:42,Rotterdam,Kuala Lumpur,NL,MY,85.66,900.0,0.9,Ocean,Neele-Vat Logistics,18.49097
SHP948600,2019-09-11 18:46:06,Rotterdam,Kuala Lumpur,NL,MY,86.04745232,549.0,1.05,Air,Van den Bosch Transporten,5.09525
SHP314605,2019-12-15 07:26:21,Rotterdam,Kuala Lumpur,NL,MY,93.2714,50.0,0.9,Ocean,Neele-Vat Logistics,7.46076
SHP368604,2019-10-30 23:13:08,Rotterdam,Kuala Lumpur,NL,MY,91.9,5000.0,0.9,Ocean,Neele-Vat Logistics,34.03565
SHP199607,2020-05-10 11:24:19,Rotterdam,Kuala Lumpur,NL,MY,93.35,405.0,1.05,Air,Van den Bosch Transporten,5.20081
SHP248575,2019-03-27 08:39:20,Rotterdam,Kuala Lumpur,NL,MY,91.66,1106.0,1.05,Air,Van den Bosch Transporten,5.25231
SHP407583,2019-05-19 01:10:36,Rotterdam,Kuala Lumpur,NL,MY,90.1,3510.0,0.9,Ocean,Neele-Vat Logistics,34.85139
SHP255607,2020-05-14 14:19:53,Rotterdam,Kuala Lumpur,NL,MY,92.85,200.0,1.05,Air,Van den Bosch Transporten,5.41632
SHP219573,2019-03-13 22:54:11,Rotterdam,Kuala Lumpur,NL,MY,93.3,540.0,0.75,Air,NTG Air & Ocean,5.109380000000001
SHP704583,2019-05-20 13:03:11,Rotterdam,Kuala Lumpur,NL,MY,90.4651,182.0,0.9,Ocean,Neele-Vat Logistics,19.79988
SHP242580,2019-04-28 15:02:59,Rotterdam,Kuala Lumpur,NL,MY,89.46,500.0,0.9,Ocean,Neele-Vat Logistics,30.63183
SHP333606,2020-02-10 20:25:22,Rotterdam,Kuala Lumpur,NL,MY,93.31,650.0,0.75,Air,NTG Air & Ocean,5.26748
SHP5133996,2019-06-02 13:42:48,Rotterdam,Manila,NL,PH,106.85,399.08,0.5625,Ocean,Van den Bosch Transporten,6.59201
SHP234589,2019-06-27 13:06:01,Rotterdam,Kuala Lumpur,NL,MY,87.5633,180.0,0.9,Ocean,Neele-Vat Logistics,29.81956
SHP253598,2019-08-25 09:17:56,Rotterdam,Kuala Lumpur,NL,MY,85.5675,50.0,0.9,Ocean,Neele-Vat Logistics,8.23565
SHP794604,2019-11-19 12:08:21,Rotterdam,Kuala Lumpur,NL,MY,90.7,561.0,0.9,Ocean,Neele-Vat Logistics,9.4191
SHP779575,2019-03-31 00:30:26,Rotterdam,Kuala Lumpur,NL,MY,90.55,3008.0,0.9,Ocean,Neele-Vat Logistics,34.57245
SHP959604,2019-11-27 21:43:37,Rotterdam,Kuala Lumpur,NL,MY,92.76287964,1006.0,0.75,Air,NTG Air & Ocean,5.11782
SHP267606,2020-02-03 23:41:01,Rotterdam,Kuala Lumpur,NL,MY,93.25,811.0,1.05,Air,Van den Bosch Transporten,5.41794
SHP20582,2019-05-11 17:17:29,Rotterdam,Kuala Lumpur,NL,MY,90.5,3000.0,0.9,Ocean,Neele-Vat Logistics,21.56586
SHP832605,2020-01-09 14:34:30,Rotterdam,Kuala Lumpur,NL,MY,93.87760794,385.0,0.75,Air,NTG Air & Ocean,5.03322
SHP231577,2019-04-10 12:45:21,Rotterdam,Kuala Lumpur,NL,MY,89.93,383.0,0.75,Air,NTG Air & Ocean,5.42326
SHP958574,2019-03-25 08:28:14,Rotterdam,Kuala Lumpur,NL,MY,91.09454319,115.0,0.75,Air,NTG Air & Ocean,5.1711800000000006
SHP381588,2019-06-20 23:00:40,Rotterdam,Kuala Lumpur,NL,MY,87.9,1146.0,1.05,Air,Van den Bosch Transporten,5.36632
SHP89604,2019-10-18 17:35:08,Rotterdam,Kuala Lumpur,NL,MY,86.89,93.0,1.05,Air,Van den Bosch Transporten,5.1169
SHP252578,2019-04-16 12:17:04,Rotterdam,Kuala Lumpur,NL,MY,89.75,206.0,1.05,Air,Van den Bosch Transporten,5.11435
SHP870604,2019-11-23 12:23:45,Rotterdam,Kuala Lumpur,NL,MY,91.87,555.0,0.9,Ocean,Neele-Vat Logistics,9.52604
SHP310607,2020-05-19 14:51:12,Rotterdam,Kuala Lumpur,NL,MY,91.5,109.4,1.05,Air,Van den Bosch Transporten,5.197690000000001
SHP254606,2020-02-03 12:50:44,Rotterdam,Kuala Lumpur,NL,MY,92.9,1100.0,0.9,Ocean,Neele-Vat Logistics,9.71343
SHP494603,2019-09-26 22:40:46,Rotterdam,Kuala Lumpur,NL,MY,88.31,2258.0,0.75,Air,NTG Air & Ocean,5.3998800000000005
SHP974586,2019-06-12 02:45:33,Rotterdam,Kuala Lumpur,NL,MY,87.25,1153.0,0.9,Ocean,Neele-Vat Logistics,5.510759999999999
SHP853605,2020-01-10 06:54:10,Rotterdam,Kuala Lumpur,NL,MY,93.82757264,305.0,0.9,Ocean,Neele-Vat Logistics,27.23727
SHP525604,2019-11-07 22:23:29,Rotterdam,Kuala Lumpur,NL,MY,90.41,112.0,0.75,Air,NTG Air & Ocean,5.416440000000001
SHP968591,2019-07-16 10:55:41,Rotterdam,Kuala Lumpur,NL,MY,85.79653499999998,1006.0,0.75,Air,NTG Air & Ocean,5.17685
SHP910578,2019-04-20 09:13:26,Rotterdam,Kuala Lumpur,NL,MY,90.05,505.0,0.9,Ocean,Neele-Vat Logistics,28.2044
SHP874605,2020-01-11 21:28:59,Rotterdam,Kuala Lumpur,NL,MY,93.49,505.0,0.9,Ocean,Neele-Vat Logistics,13.31238
SHP494595,2019-08-10 11:28:06,Rotterdam,Kuala Lumpur,NL,MY,83.36,1506.0,0.9,Ocean,Neele-Vat Logistics,29.13958
SHP558590,2019-07-07 15:53:42,Rotterdam,Kuala Lumpur,NL,MY,87.49,235.0,1.05,Air,Van den Bosch Transporten,5.167590000000001
SHP112573,2019-03-13 12:20:40,Rotterdam,Kuala Lumpur,NL,MY,93.63,216.0,0.75,Air,NTG Air & Ocean,5.048030000000001
SHP247606,2020-02-02 18:46:07,Rotterdam,Kuala Lumpur,NL,MY,93.79,113.0,0.75,Air,NTG Air & Ocean,5.104509999999999
SHP819602,2019-09-21 16:28:12,Rotterdam,Kuala Lumpur,NL,MY,88.25,1493.0,0.75,Air,NTG Air & Ocean,5.21852
SHP9744994,2019-05-12 13:02:55,Rotterdam,Manila,NL,PH,110.57,400.0,1.125,Ocean,Neele-Vat Logistics,53.07292
SHP623577,2019-04-12 15:04:38,Rotterdam,Kuala Lumpur,NL,MY,89.75,680.0,0.75,Air,NTG Air & Ocean,5.05556
SHP614591,2019-07-13 19:25:55,Rotterdam,Kuala Lumpur,NL,MY,85.92,117.0,0.75,Air,NTG Air & Ocean,5.19838
SHP325584,2019-05-23 19:13:07,Rotterdam,Kuala Lumpur,NL,MY,90.88,122.0,1.05,Air,Van den Bosch Transporten,5.22118
SHP821580,2019-05-04 19:15:48,Rotterdam,Kuala Lumpur,NL,MY,89.09986889,1005.0,0.75,Air,NTG Air & Ocean,5.23877
SHP953583,2019-05-21 16:22:10,Rotterdam,Kuala Lumpur,NL,MY,90.07418537,1006.0,0.75,Air,NTG Air & Ocean,5.12708
SHP935570,2019-03-02 14:33:36,Rotterdam,Kuala Lumpur,NL,MY,92.99364125,505.0,0.75,Air,NTG Air & Ocean,5.167590000000001
SHP865578,2019-04-19 17:04:22,Rotterdam,Kuala Lumpur,NL,MY,90.25,2260.0,0.9,Ocean,Neele-Vat Logistics,21.47477
SHP893604,2019-11-24 10:26:50,Rotterdam,Kuala Lumpur,NL,MY,91.86393682,200.0,0.75,Air,NTG Air & Ocean,5.32431
SHP934604,2019-11-26 09:25:23,Rotterdam,Kuala Lumpur,NL,MY,91.61,195.0,0.9,Ocean,Neele-Vat Logistics,28.28738
SHP963590,2019-07-10 09:35:57,Rotterdam,Kuala Lumpur,NL,MY,87.25,1156.0,0.9,Ocean,Neele-Vat Logistics,18.36076
SHP593580,2019-05-03 12:29:01,Rotterdam,Kuala Lumpur,NL,MY,90.26,285.0,0.75,Air,NTG Air & Ocean,5.34109
SHP674583,2019-05-20 12:02:58,Rotterdam,Kuala Lumpur,NL,MY,90.4,3008.0,0.9,Ocean,Neele-Vat Logistics,29.38171
SHP859604,2019-11-23 01:30:43,Rotterdam,Kuala Lumpur,NL,MY,91.06028098,1000.0,0.75,Air,NTG Air & Ocean,5.37755
SHP557607,2020-06-16 11:33:09,Rotterdam,Kuala Lumpur,NL,MY,95.77,113.5,0.75,Air,NTG Air & Ocean,5.32465
SHP161606,2020-01-28 11:21:22,Rotterdam,Kuala Lumpur,NL,MY,92.17,59.3,0.75,Air,NTG Air & Ocean,5.14329
SHP616604,2019-11-11 20:57:43,Rotterdam,Kuala Lumpur,NL,MY,91.36,329.47,0.75,Air,NTG Air & Ocean,5.213080000000001
SHP363581,2019-05-08 15:30:48,Rotterdam,Kuala Lumpur,NL,MY,90.38,255.0,1.05,Air,Van den Bosch Transporten,5.38657
SHP513605,2019-12-23 12:09:15,Rotterdam,Kuala Lumpur,NL,MY,94.4,2208.0,0.9,Ocean,Neele-Vat Logistics,29.42535
SHP78606,2020-01-23 10:39:34,Rotterdam,Kuala Lumpur,NL,MY,91.7,550.0,0.9,Ocean,Neele-Vat Logistics,18.80255
SHP720581,2019-05-10 14:33:08,Rotterdam,Kuala Lumpur,NL,MY,90.05,385.0,0.9,Ocean,Neele-Vat Logistics,10.42454
SHP472602,2019-09-20 07:40:42,Rotterdam,Kuala Lumpur,NL,MY,87.76,600.0,0.9,Ocean,Neele-Vat Logistics,27.56042
SHP550595,2019-08-10 13:42:20,Rotterdam,Kuala Lumpur,NL,MY,83.79087208,1232.0,0.75,Air,NTG Air & Ocean,5.11551
SHP222589,2019-06-27 12:35:24,Rotterdam,Kuala Lumpur,NL,MY,87.45,956.0,0.9,Ocean,Neele-Vat Logistics,9.60694
SHP824603,2019-10-07 23:51:29,Rotterdam,Kuala Lumpur,NL,MY,86.6,1000.0,0.9,Ocean,Neele-Vat Logistics,34.301970000000004
SHP329584,2019-05-24 06:22:54,Rotterdam,Kuala Lumpur,NL,MY,90.85,2008.0,0.9,Ocean,Neele-Vat Logistics,17.020139999999998
SHP997600,2019-09-12 11:54:57,Rotterdam,Kuala Lumpur,NL,MY,86.437177,180.0,1.05,Air,Van den Bosch Transporten,5.12188
SHP778590,2019-07-08 19:23:49,Rotterdam,Kuala Lumpur,NL,MY,87.77,305.0,1.05,Air,Van den Bosch Transporten,5.21968
SHP779603,2019-10-04 21:40:37,Rotterdam,Kuala Lumpur,NL,MY,87.85,1000.0,0.9,Ocean,Neele-Vat Logistics,33.39317
SHP657600,2019-09-10 05:23:53,Rotterdam,Kuala Lumpur,NL,MY,86.55,1006.0,1.05,Air,Van den Bosch Transporten,5.37095
SHP819582,2019-05-15 19:33:45,Rotterdam,Kuala Lumpur,NL,MY,90.65,786.0,0.9,Ocean,Neele-Vat Logistics,12.51215
SHP509596,2019-08-15 13:43:15,Rotterdam,Kuala Lumpur,NL,MY,85.4931,65.0,0.9,Ocean,Neele-Vat Logistics,30.07812
SHP310572,2019-03-10 10:20:48,Rotterdam,Kuala Lumpur,NL,MY,94.25,5360.0,0.9,Ocean,Neele-Vat Logistics,28.672220000000003
SHP551606,2020-03-05 20:05:33,Rotterdam,Kuala Lumpur,NL,MY,92.5,451.0,1.05,Air,Van den Bosch Transporten,5.22836
SHP298607,2020-05-17 18:06:36,Rotterdam,Kuala Lumpur,NL,MY,92.63,58.5,0.75,Air,NTG Air & Ocean,5.30301
SHP983602,2019-09-22 21:14:12,Rotterdam,Kuala Lumpur,NL,MY,87.18895167,585.0,0.75,Air,NTG Air & Ocean,5.34213
SHP850572,2019-03-12 03:01:37,Rotterdam,Kuala Lumpur,NL,MY,93.45,806.0,0.9,Ocean,Neele-Vat Logistics,15.62234
SHP962590,2019-07-10 09:31:03,Rotterdam,Kuala Lumpur,NL,MY,87.25,1156.0,0.9,Ocean,Neele-Vat Logistics,18.32674
SHP933579,2019-04-26 13:27:23,Rotterdam,Kuala Lumpur,NL,MY,90.51279602,3008.0,0.9,Ocean,Neele-Vat Logistics,19.96782
SHP819605,2020-01-08 23:39:42,Rotterdam,Kuala Lumpur,NL,MY,93.66380471,350.0,0.75,Air,NTG Air & Ocean,5.364240000000001
SHP932605,2020-01-14 12:58:41,Rotterdam,Kuala Lumpur,NL,MY,93.45,5000.0,0.9,Ocean,Neele-Vat Logistics,29.76863
SHP433584,2019-05-24 13:54:54,Rotterdam,Kuala Lumpur,NL,MY,90.99,1006.0,0.75,Air,NTG Air & Ocean,5.306369999999999
SHP259607,2020-05-14 18:50:21,Rotterdam,Kuala Lumpur,NL,MY,93.18,110.69,0.75,Air,NTG Air & Ocean,5.08194
SHP950596,2019-08-17 10:09:56,Rotterdam,Kuala Lumpur,NL,MY,85.69485990000003,2008.0,1.05,Air,Van den Bosch Transporten,5.22072
SHP688572,2019-03-11 14:37:47,Rotterdam,Kuala Lumpur,NL,MY,93.20391685,405.0,1.05,Air,Van den Bosch Transporten,5.40278
SHP566570,2019-02-28 13:23:14,Rotterdam,Kuala Lumpur,NL,MY,91.6984,105.0,0.9,Ocean,Neele-Vat Logistics,9.93912
SHP616583,2019-05-20 10:03:22,Rotterdam,Kuala Lumpur,NL,MY,90.4,8010.0,0.9,Ocean,Neele-Vat Logistics,8.551160000000001
SHP751606,2020-03-20 17:55:13,Rotterdam,Kuala Lumpur,NL,MY,94.30752277,4498.5,0.9,Ocean,Neele-Vat Logistics,31.827890000000004
SHP595596,2019-08-15 16:38:34,Rotterdam,Kuala Lumpur,NL,MY,85.81,2208.0,0.75,Air,NTG Air & Ocean,5.28495
SHP804605,2020-01-07 13:59:37,Rotterdam,Kuala Lumpur,NL,MY,93.07,45.0,0.75,Air,NTG Air & Ocean,5.19444
SHP836604,2019-11-22 00:48:27,Rotterdam,Kuala Lumpur,NL,MY,91.6,3286.0,0.9,Ocean,Neele-Vat Logistics,34.69757
SHP736606,2020-03-19 16:58:04,Rotterdam,Kuala Lumpur,NL,MY,96.55,210.54,0.75,Air,NTG Air & Ocean,5.15637
SHP438607,2020-06-09 11:12:10,Rotterdam,Kuala Lumpur,NL,MY,91.9,3000.0,0.9,Ocean,Neele-Vat Logistics,19.02894
SHP662595,2019-08-11 10:04:30,Rotterdam,Kuala Lumpur,NL,MY,82.91,220.0,0.9,Ocean,Neele-Vat Logistics,18.55903
SHP849603,2019-10-09 19:16:25,Rotterdam,Kuala Lumpur,NL,MY,86.51005448,1006.0,1.05,Air,Van den Bosch Transporten,5.00104
SHP383606,2020-02-13 19:29:56,Rotterdam,Kuala Lumpur,NL,MY,91.86,500.0,1.05,Air,Van den Bosch Transporten,5.0044
SHP221605,2019-12-12 12:55:42,Rotterdam,Kuala Lumpur,NL,MY,92.35,59.2,0.9,Ocean,Neele-Vat Logistics,29.74792
SHP716597,2019-08-21 20:33:15,Rotterdam,Kuala Lumpur,NL,MY,84.77,100.0,0.75,Air,NTG Air & Ocean,5.26748
SHP984604,2019-11-29 12:46:07,Rotterdam,Kuala Lumpur,NL,MY,92.51539179,2008.0,0.75,Air,NTG Air & Ocean,5.19236
SHP920605,2020-01-13 14:09:09,Rotterdam,Kuala Lumpur,NL,MY,93.40708939,1100.0,0.75,Air,NTG Air & Ocean,5.13194
SHP572604,2019-11-10 13:17:09,Rotterdam,Kuala Lumpur,NL,MY,91.96130544,1006.0,1.05,Air,Van den Bosch Transporten,5.19641
SHP553576,2019-04-05 22:04:58,Rotterdam,Kuala Lumpur,NL,MY,90.3,1600.0,0.9,Ocean,Neele-Vat Logistics,23.56227
SHP791605,2020-01-06 15:14:12,Rotterdam,Kuala Lumpur,NL,MY,93.77,735.0,0.75,Air,NTG Air & Ocean,5.13692
SHP446606,2020-02-19 14:33:43,Rotterdam,Kuala Lumpur,NL,MY,91.7,200.0,1.05,Air,Van den Bosch Transporten,5.14861
SHP478607,2020-06-11 11:02:17,Rotterdam,Kuala Lumpur,NL,MY,92.9,63.5,1.05,Air,Van den Bosch Transporten,5.31991
SHP37604,2019-10-16 09:13:51,Rotterdam,Kuala Lumpur,NL,MY,87.8,305.0,0.75,Air,NTG Air & Ocean,5.22384
SHP366605,2019-12-17 09:21:07,Rotterdam,Kuala Lumpur,NL,MY,93.49,2008.0,0.75,Air,NTG Air & Ocean,5.06007
SHP400604,2019-10-31 22:42:33,Rotterdam,Kuala Lumpur,NL,MY,92.0,3008.0,0.9,Ocean,Neele-Vat Logistics,13.82326
SHP267577,2019-04-10 14:42:34,Rotterdam,Kuala Lumpur,NL,MY,89.65,1006.0,0.9,Ocean,Neele-Vat Logistics,10.49005
SHP816597,2019-08-22 13:58:35,Rotterdam,Kuala Lumpur,NL,MY,85.1,806.0,0.9,Ocean,Neele-Vat Logistics,10.18461
SHP984597,2019-08-23 13:18:39,Rotterdam,Kuala Lumpur,NL,MY,85.58140368,193.0,0.75,Air,NTG Air & Ocean,5.0134300000000005
SHP599575,2019-03-29 16:09:41,Rotterdam,Kuala Lumpur,NL,MY,90.9,1006.0,0.9,Ocean,Neele-Vat Logistics,21.09502
SHP645604,2019-11-13 11:50:55,Rotterdam,Kuala Lumpur,NL,MY,91.6,826.0,0.75,Air,NTG Air & Ocean,5.26829
SHP419598,2019-08-26 07:48:10,Rotterdam,Kuala Lumpur,NL,MY,86.1107,3008.0,0.9,Ocean,Neele-Vat Logistics,27.61227
SHP102604,2019-10-19 15:09:46,Rotterdam,Kuala Lumpur,NL,MY,86.69,100.0,1.05,Air,Van den Bosch Transporten,5.09259
SHP666604,2019-11-14 12:35:46,Rotterdam,Kuala Lumpur,NL,MY,91.0,2500.0,0.9,Ocean,Neele-Vat Logistics,29.60949
SHP909606,2020-04-13 22:56:27,Rotterdam,Kuala Lumpur,NL,MY,92.2,825.0,1.05,Air,Van den Bosch Transporten,5.39271
SHP5976998,2019-07-08 12:18:57,Rotterdam,Manila,NL,PH,107.1,943.71,0.5625,Ocean,Van den Bosch Transporten,44.160070000000005
SHP991584,2019-05-28 11:36:23,Rotterdam,Kuala Lumpur,NL,MY,89.15,400.0,0.9,Ocean,Neele-Vat Logistics,9.19711
SHP990583,2019-05-22 05:34:27,Rotterdam,Kuala Lumpur,NL,MY,90.3,1006.0,0.9,Ocean,Neele-Vat Logistics,26.68368
SHP87595,2019-08-07 13:11:23,Rotterdam,Kuala Lumpur,NL,MY,85.58,832.0,1.05,Air,Van den Bosch Transporten,5.05903
SHP450578,2019-04-17 23:01:01,Rotterdam,Kuala Lumpur,NL,MY,89.56,224.0,0.75,Air,NTG Air & Ocean,5.19537
SHP97604,2019-10-19 11:06:07,Rotterdam,Kuala Lumpur,NL,MY,86.48,2008.0,0.75,Air,NTG Air & Ocean,5.25637
SHP850603,2019-10-09 21:58:50,Rotterdam,Kuala Lumpur,NL,MY,86.6,525.0,0.9,Ocean,Neele-Vat Logistics,33.51968
SHP472598,2019-08-26 12:24:46,Rotterdam,Kuala Lumpur,NL,MY,86.0,22.5,0.9,Ocean,Neele-Vat Logistics,9.5331
SHP834606,2020-04-02 10:50:47,Rotterdam,Kuala Lumpur,NL,MY,86.65,200.0,0.9,Ocean,Neele-Vat Logistics,8.88044
SHP653575,2019-03-30 12:08:40,Rotterdam,Kuala Lumpur,NL,MY,90.55,1111.0,0.9,Ocean,Neele-Vat Logistics,9.4213
SHP85584,2019-05-23 10:03:26,Rotterdam,Kuala Lumpur,NL,MY,90.78,60.1,0.75,Air,NTG Air & Ocean,5.16505
SHP872583,2019-05-21 12:47:33,Rotterdam,Kuala Lumpur,NL,MY,89.95518542,1113.0,0.75,Air,NTG Air & Ocean,5.19757
SHP90579,2019-04-20 19:17:45,Rotterdam,Kuala Lumpur,NL,MY,90.85,140.0,0.75,Air,NTG Air & Ocean,5.255319999999999
SHP813595,2019-08-11 18:07:59,Rotterdam,Kuala Lumpur,NL,MY,83.38216164,1202.0,0.75,Air,NTG Air & Ocean,5.17361
SHP656577,2019-04-12 16:37:50,Rotterdam,Kuala Lumpur,NL,MY,89.25,410.0,0.9,Ocean,Neele-Vat Logistics,31.29051
SHP812587,2019-06-16 22:20:57,Rotterdam,Kuala Lumpur,NL,MY,87.16,574.0,0.9,Ocean,Neele-Vat Logistics,13.67326
SHP173601,2019-09-12 22:07:22,Rotterdam,Kuala Lumpur,NL,MY,85.86,950.0,0.9,Ocean,Neele-Vat Logistics,13.57894
SHP824584,2019-05-27 04:52:05,Rotterdam,Kuala Lumpur,NL,MY,88.66510825,170.0,1.05,Air,Van den Bosch Transporten,5.40567
SHP218588,2019-06-19 15:57:54,Rotterdam,Kuala Lumpur,NL,MY,87.95,100.0,1.05,Air,Van den Bosch Transporten,5.31968
SHP513604,2019-11-07 15:18:01,Rotterdam,Kuala Lumpur,NL,MY,90.7,1661.8,0.9,Ocean,Neele-Vat Logistics,30.73623
SHP935603,2019-10-12 18:32:57,Rotterdam,Kuala Lumpur,NL,MY,86.75,1000.0,0.9,Ocean,Neele-Vat Logistics,12.08993
SHP87584,2019-05-23 10:12:57,Rotterdam,Kuala Lumpur,NL,MY,90.8159,100.0,0.9,Ocean,Neele-Vat Logistics,8.61771
SHP485573,2019-03-15 09:54:55,Rotterdam,Kuala Lumpur,NL,MY,93.25,800.0,0.9,Ocean,Neele-Vat Logistics,8.49248
SHP773604,2019-11-18 12:34:07,Rotterdam,Kuala Lumpur,NL,MY,90.94,281.0,0.75,Air,NTG Air & Ocean,5.22037
SHP843593,2019-07-28 14:49:23,Rotterdam,Kuala Lumpur,NL,MY,85.65,936.0,0.9,Ocean,Neele-Vat Logistics,20.53738
SHP926576,2019-04-08 12:15:50,Rotterdam,Kuala Lumpur,NL,MY,89.40636387,2008.0,0.75,Air,NTG Air & Ocean,5.35764
SHP208607,2020-05-11 06:04:54,Rotterdam,Kuala Lumpur,NL,MY,93.49,200.0,0.75,Air,NTG Air & Ocean,5.3316
SHP460600,2019-09-09 07:24:53,Rotterdam,Kuala Lumpur,NL,MY,86.84,120.0,0.75,Air,NTG Air & Ocean,5.3213
SHP789582,2019-05-15 14:53:04,Rotterdam,Kuala Lumpur,NL,MY,90.65,1006.0,0.9,Ocean,Neele-Vat Logistics,10.56296
